step,total,heisenberg,dmi,anisotropy
498,-3.999999523162842,-3.999999523162842,-0.0,0.0
499,-4.0,-4.0,-0.0,0.0
500,-4.000000476837158,-4.000000476837158,-0.0,0.0
501,-4.0,-4.0,-0.0,0.0
502,-4.0,-4.0,-0.0,0.0
503,-4.0,-4.0,-0.0,0.0
504,-4.0,-4.0,-0.0,0.0
505,-4.0,-4.0,-0.0,0.0
506,-4.000000476837158,-4.000000476837158,-0.0,0.0
507,-4.000000476837158,-4.000000476837158,-0.0,0.0
508,-3.999999523162842,-3.999999523162842,-0.0,0.0
509,-3.999999761581421,-3.999999761581421,-0.0,0.0
510,-4.000000953674316,-4.000000953674316,-0.0,0.0
511,-3.999999761581421,-3.999999761581421,-0.0,0.0
512,-3.999999761581421,-3.999999761581421,-0.0,0.0
513,-4.0,-4.0,-0.0,0.0
514,-4.000000476837158,-4.000000476837158,-0.0,0.0
515,-4.0,-4.0,-0.0,0.0
516,-4.0,-4.0,-0.0,0.0
517,-4.0,-4.0,-0.0,0.0
518,-3.999999761581421,-3.999999761581421,-0.0,0.0
519,-4.0,-4.0,-0.0,0.0
520,-4.0,-4.0,-0.0,0.0
521,-3.999999761581421,-3.999999761581421,-0.0,0.0
522,-4.0,-4.0,-0.0,0.0
523,-3.999999523162842,-3.999999523162842,-0.0,0.0
524,-4.0,-4.0,-0.0,0.0
525,-3.999999523162842,-3.999999523162842,-0.0,0.0
526,-3.999999761581421,-3.999999761581421,-0.0,0.0
527,-4.0,-4.0,-0.0,0.0
528,-3.999999761581421,-3.999999761581421,-0.0,0.0
529,-4.000000476837158,-4.000000476837158,-0.0,0.0
530,-3.999999761581421,-3.999999761581421,-0.0,0.0
531,-4.0,-4.0,-0.0,0.0
532,-4.0,-4.0,-0.0,0.0
533,-4.0,-4.0,-0.0,0.0
534,-4.0,-4.0,-0.0,0.0
535,-3.999999523162842,-3.999999523162842,-0.0,0.0
536,-4.0,-4.0,-0.0,0.0
537,-3.999999523162842,-3.999999523162842,-0.0,0.0
538,-4.0,-4.0,-0.0,0.0
539,-4.0,-4.0,-0.0,0.0
540,-4.0,-4.0,-0.0,0.0
541,-3.999999523162842,-3.999999523162842,-0.0,0.0
542,-3.999999761581421,-3.999999761581421,-0.0,0.0
543,-4.0,-4.0,-0.0,0.0
544,-3.999999761581421,-3.999999761581421,-0.0,0.0
545,-3.999999523162842,-3.999999523162842,-0.0,0.0
546,-4.000000476837158,-4.000000476837158,-0.0,0.0
547,-4.000000476837158,-4.000000476837158,-0.0,0.0
548,-4.0,-4.0,-0.0,0.0
549,-4.0,-4.0,-0.0,0.0
550,-3.999999523162842,-3.999999523162842,-0.0,0.0
551,-4.000000476837158,-4.000000476837158,-0.0,0.0
552,-4.0,-4.0,-0.0,0.0
553,-4.000000476837158,-4.000000476837158,-0.0,0.0
554,-4.000000476837158,-4.000000476837158,-0.0,0.0
555,-3.999999523162842,-3.999999523162842,-0.0,0.0
556,-4.0,-4.0,-0.0,0.0
557,-3.999999523162842,-3.999999523162842,-0.0,0.0
558,-4.000000476837158,-4.000000476837158,-0.0,0.0
559,-3.999999523162842,-3.999999523162842,-0.0,0.0
560,-4.0,-4.0,-0.0,0.0
561,-4.0,-4.0,-0.0,0.0
562,-3.999999523162842,-3.999999523162842,-0.0,0.0
563,-4.0,-4.0,-0.0,0.0
564,-3.999999523162842,-3.999999523162842,-0.0,0.0
565,-3.999999761581421,-3.999999761581421,-0.0,0.0
566,-4.000000476837158,-4.000000476837158,-0.0,0.0
567,-3.999999761581421,-3.999999761581421,-0.0,0.0
568,-3.999999761581421,-3.999999761581421,-0.0,0.0
569,-4.000000476837158,-4.000000476837158,-0.0,0.0
570,-4.0,-4.0,-0.0,0.0
571,-4.0,-4.0,-0.0,0.0
572,-4.0,-4.0,-0.0,0.0
573,-3.999999761581421,-3.999999761581421,-0.0,0.0
574,-3.9999992847442627,-3.9999992847442627,-0.0,0.0
575,-4.0,-4.0,-0.0,0.0
576,-4.0,-4.0,-0.0,0.0
577,-3.999999761581421,-3.999999761581421,-0.0,0.0
578,-4.0,-4.0,-0.0,0.0
579,-4.0,-4.0,-0.0,0.0
580,-4.000000476837158,-4.000000476837158,-0.0,0.0
581,-3.999999523162842,-3.999999523162842,-0.0,0.0
582,-3.999999523162842,-3.999999523162842,-0.0,0.0
583,-3.999999761581421,-3.999999761581421,-0.0,0.0
584,-3.999999523162842,-3.999999523162842,-0.0,0.0
585,-3.999999523162842,-3.999999523162842,-0.0,0.0
586,-4.0,-4.0,-0.0,0.0
587,-4.0,-4.0,-0.0,0.0
588,-4.000000476837158,-4.000000476837158,-0.0,0.0
589,-4.0,-4.0,-0.0,0.0
590,-4.000000476837158,-4.000000476837158,-0.0,0.0
591,-4.0,-4.0,-0.0,0.0
592,-4.000000476837158,-4.000000476837158,-0.0,0.0
593,-4.0,-4.0,-0.0,0.0
594,-4.0,-4.0,-0.0,0.0
595,-4.000000476837158,-4.000000476837158,-0.0,0.0
596,-4.0,-4.0,-0.0,0.0
597,-4.000000476837158,-4.000000476837158,-0.0,0.0
598,-4.0,-4.0,-0.0,0.0
599,-3.999999523162842,-3.999999523162842,-0.0,0.0
600,-4.0,-4.0,-0.0,0.0
601,-4.000000476837158,-4.000000476837158,-0.0,0.0
602,-3.9999990463256836,-3.9999990463256836,-0.0,0.0
603,-3.999999761581421,-3.999999761581421,-0.0,0.0
604,-4.000000476837158,-4.000000476837158,-0.0,0.0
605,-4.0,-4.0,-0.0,0.0
606,-4.0,-4.0,-0.0,0.0
607,-4.0,-4.0,-0.0,0.0
608,-4.0,-4.0,-0.0,0.0
609,-3.999999761581421,-3.999999761581421,-0.0,0.0
610,-3.999999523162842,-3.999999523162842,-0.0,0.0
611,-4.0,-4.0,-0.0,0.0
612,-3.999999761581421,-3.999999761581421,-0.0,0.0
613,-4.0,-4.0,-0.0,0.0
614,-4.0,-4.0,-0.0,0.0
615,-4.0,-4.0,-0.0,0.0
616,-3.999999523162842,-3.999999523162842,-0.0,0.0
617,-4.0,-4.0,-0.0,0.0
618,-4.0,-4.0,-0.0,0.0
619,-4.0,-4.0,-0.0,0.0
620,-4.0,-4.0,-0.0,0.0
621,-4.000000953674316,-4.000000953674316,-0.0,0.0
622,-4.0,-4.0,-0.0,0.0
623,-4.0,-4.0,-0.0,0.0
624,-4.000000476837158,-4.000000476837158,-0.0,0.0
625,-4.0,-4.0,-0.0,0.0
626,-3.999999761581421,-3.999999761581421,-0.0,0.0
627,-4.0,-4.0,-0.0,0.0
628,-4.000000476837158,-4.000000476837158,-0.0,0.0
629,-4.000000476837158,-4.000000476837158,-0.0,0.0
630,-3.999999523162842,-3.999999523162842,-0.0,0.0
631,-4.000000476837158,-4.000000476837158,-0.0,0.0
632,-4.0,-4.0,-0.0,0.0
633,-4.0,-4.0,-0.0,0.0
634,-3.999999761581421,-3.999999761581421,-0.0,0.0
635,-4.0,-4.0,-0.0,0.0
636,-4.0,-4.0,-0.0,0.0
637,-4.0,-4.0,-0.0,0.0
638,-4.000000476837158,-4.000000476837158,-0.0,0.0
639,-3.999999761581421,-3.999999761581421,-0.0,0.0
640,-4.000000476837158,-4.000000476837158,-0.0,0.0
641,-3.999999523162842,-3.999999523162842,-0.0,0.0
642,-3.999999523162842,-3.999999523162842,-0.0,0.0
643,-4.0,-4.0,-0.0,0.0
644,-4.0,-4.0,-0.0,0.0
645,-3.999999523162842,-3.999999523162842,-0.0,0.0
646,-3.999999523162842,-3.999999523162842,-0.0,0.0
647,-3.999999523162842,-3.999999523162842,-0.0,0.0
648,-4.0,-4.0,-0.0,0.0
649,-4.0,-4.0,-0.0,0.0
650,-4.0,-4.0,-0.0,0.0
651,-4.000000476837158,-4.000000476837158,-0.0,0.0
652,-4.0,-4.0,-0.0,0.0
653,-4.000000476837158,-4.000000476837158,-0.0,0.0
654,-3.999999523162842,-3.999999523162842,-0.0,0.0
655,-3.999999523162842,-3.999999523162842,-0.0,0.0
656,-4.000000476837158,-4.000000476837158,-0.0,0.0
657,-3.999999523162842,-3.999999523162842,-0.0,0.0
658,-3.999999761581421,-3.999999761581421,-0.0,0.0
659,-4.000000476837158,-4.000000476837158,-0.0,0.0
660,-4.0,-4.0,-0.0,0.0
661,-3.999999523162842,-3.999999523162842,-0.0,0.0
662,-3.999999761581421,-3.999999761581421,-0.0,0.0
663,-3.999999523162842,-3.999999523162842,-0.0,0.0
664,-4.0,-4.0,-0.0,0.0
665,-4.0,-4.0,-0.0,0.0
666,-4.000000476837158,-4.000000476837158,-0.0,0.0
667,-3.999999761581421,-3.999999761581421,-0.0,0.0
668,-3.999999523162842,-3.999999523162842,-0.0,0.0
669,-4.0,-4.0,-0.0,0.0
670,-4.000000476837158,-4.000000476837158,-0.0,0.0
671,-4.000000476837158,-4.000000476837158,-0.0,0.0
672,-3.999999761581421,-3.999999761581421,-0.0,0.0
673,-4.0,-4.0,-0.0,0.0
674,-4.0,-4.0,-0.0,0.0
675,-4.000000476837158,-4.000000476837158,-0.0,0.0
676,-4.000000476837158,-4.000000476837158,-0.0,0.0
677,-4.0,-4.0,-0.0,0.0
678,-3.999999761581421,-3.999999761581421,-0.0,0.0
679,-4.0,-4.0,-0.0,0.0
680,-4.0,-4.0,-0.0,0.0
681,-3.999999523162842,-3.999999523162842,-0.0,0.0
682,-4.000000476837158,-4.000000476837158,-0.0,0.0
683,-4.0,-4.0,-0.0,0.0
684,-4.000000476837158,-4.000000476837158,-0.0,0.0
685,-4.0,-4.0,-0.0,0.0
686,-3.999999761581421,-3.999999761581421,-0.0,0.0
687,-4.0,-4.0,-0.0,0.0
688,-3.999999523162842,-3.999999523162842,-0.0,0.0
689,-4.000000476837158,-4.000000476837158,-0.0,0.0
690,-3.999999523162842,-3.999999523162842,-0.0,0.0
691,-4.000000476837158,-4.000000476837158,-0.0,0.0
692,-4.0,-4.0,-0.0,0.0
693,-4.0,-4.0,-0.0,0.0
694,-3.999999523162842,-3.999999523162842,-0.0,0.0
695,-3.999999523162842,-3.999999523162842,-0.0,0.0
696,-3.999999761581421,-3.999999761581421,-0.0,0.0
697,-3.999999761581421,-3.999999761581421,-0.0,0.0
698,-4.0,-4.0,-0.0,0.0
699,-4.0,-4.0,-0.0,0.0
700,-3.999999761581421,-3.999999761581421,-0.0,0.0
701,-3.999999523162842,-3.999999523162842,-0.0,0.0
702,-4.0,-4.0,-0.0,0.0
703,-4.0,-4.0,-0.0,0.0
704,-4.0,-4.0,-0.0,0.0
705,-4.0,-4.0,-0.0,0.0
706,-4.0,-4.0,-0.0,0.0
707,-3.9999992847442627,-3.9999992847442627,-0.0,0.0
708,-4.0,-4.0,-0.0,0.0
709,-4.0,-4.0,-0.0,0.0
710,-4.000000476837158,-4.000000476837158,-0.0,0.0
711,-3.999999523162842,-3.999999523162842,-0.0,0.0
712,-4.0,-4.0,-0.0,0.0
713,-4.0,-4.0,-0.0,0.0
714,-4.000000476837158,-4.000000476837158,-0.0,0.0
715,-3.999999523162842,-3.999999523162842,-0.0,0.0
716,-4.0,-4.0,-0.0,0.0
717,-4.0,-4.0,-0.0,0.0
718,-4.0,-4.0,-0.0,0.0
719,-4.0,-4.0,-0.0,0.0
720,-4.0,-4.0,-0.0,0.0
721,-4.0,-4.0,-0.0,0.0
722,-4.0,-4.0,-0.0,0.0
723,-4.0,-4.0,-0.0,0.0
724,-4.0,-4.0,-0.0,0.0
725,-4.0,-4.0,-0.0,0.0
726,-4.0,-4.0,-0.0,0.0
727,-4.000000476837158,-4.000000476837158,-0.0,0.0
728,-3.999999761581421,-3.999999761581421,-0.0,0.0
729,-4.0,-4.0,-0.0,0.0
730,-4.000000476837158,-4.000000476837158,-0.0,0.0
731,-4.0,-4.0,-0.0,0.0
732,-3.999999761581421,-3.999999761581421,-0.0,0.0
733,-4.0,-4.0,-0.0,0.0
734,-3.999999523162842,-3.999999523162842,-0.0,0.0
735,-4.0,-4.0,-0.0,0.0
736,-4.0,-4.0,-0.0,0.0
737,-3.999999761581421,-3.999999761581421,-0.0,0.0
738,-3.999999523162842,-3.999999523162842,-0.0,0.0
739,-3.999999761581421,-3.999999761581421,-0.0,0.0
740,-3.999999523162842,-3.999999523162842,-0.0,0.0
741,-4.0,-4.0,-0.0,0.0
742,-4.0,-4.0,-0.0,0.0
743,-4.000000476837158,-4.000000476837158,-0.0,0.0
744,-3.999999761581421,-3.999999761581421,-0.0,0.0
745,-4.0,-4.0,-0.0,0.0
746,-4.0,-4.0,-0.0,0.0
747,-4.000000953674316,-4.000000953674316,-0.0,0.0
748,-4.0,-4.0,-0.0,0.0
749,-3.999999761581421,-3.999999761581421,-0.0,0.0
750,-3.999999761581421,-3.999999761581421,-0.0,0.0
751,-3.999999761581421,-3.999999761581421,-0.0,0.0
752,-4.0,-4.0,-0.0,0.0
753,-4.0,-4.0,-0.0,0.0
754,-3.999999761581421,-3.999999761581421,-0.0,0.0
755,-3.999999523162842,-3.999999523162842,-0.0,0.0
756,-4.0,-4.0,-0.0,0.0
757,-4.000000476837158,-4.000000476837158,-0.0,0.0
758,-3.999999761581421,-3.999999761581421,-0.0,0.0
759,-3.999999761581421,-3.999999761581421,-0.0,0.0
760,-4.0,-4.0,-0.0,0.0
761,-4.000000476837158,-4.000000476837158,-0.0,0.0
762,-4.0,-4.0,-0.0,0.0
763,-3.999999761581421,-3.999999761581421,-0.0,0.0
764,-4.0,-4.0,-0.0,0.0
765,-3.999999523162842,-3.999999523162842,-0.0,0.0
766,-4.0,-4.0,-0.0,0.0
767,-3.999999523162842,-3.999999523162842,-0.0,0.0
768,-3.999999761581421,-3.999999761581421,-0.0,0.0
769,-4.0,-4.0,-0.0,0.0
770,-4.0,-4.0,-0.0,0.0
771,-4.000000476837158,-4.000000476837158,-0.0,0.0
772,-4.000000476837158,-4.000000476837158,-0.0,0.0
773,-4.0,-4.0,-0.0,0.0
774,-3.999999761581421,-3.999999761581421,-0.0,0.0
775,-3.999999523162842,-3.999999523162842,-0.0,0.0
776,-4.0,-4.0,-0.0,0.0
777,-4.0,-4.0,-0.0,0.0
778,-3.999999523162842,-3.999999523162842,-0.0,0.0
779,-4.0,-4.0,-0.0,0.0
780,-4.000000476837158,-4.000000476837158,-0.0,0.0
781,-4.0,-4.0,-0.0,0.0
782,-3.999999523162842,-3.999999523162842,-0.0,0.0
783,-4.000000476837158,-4.000000476837158,-0.0,0.0
784,-4.0,-4.0,-0.0,0.0
785,-4.0,-4.0,-0.0,0.0
786,-4.000000476837158,-4.000000476837158,-0.0,0.0
787,-4.0,-4.0,-0.0,0.0
788,-4.0,-4.0,-0.0,0.0
789,-3.999999523162842,-3.999999523162842,-0.0,0.0
790,-4.0,-4.0,-0.0,0.0
791,-4.0,-4.0,-0.0,0.0
792,-4.000000476837158,-4.000000476837158,-0.0,0.0
793,-3.999999523162842,-3.999999523162842,-0.0,0.0
794,-4.0,-4.0,-0.0,0.0
795,-4.0,-4.0,-0.0,0.0
796,-3.999999523162842,-3.999999523162842,-0.0,0.0
797,-4.0,-4.0,-0.0,0.0
798,-4.0,-4.0,-0.0,0.0
799,-4.0,-4.0,-0.0,0.0
800,-3.999999523162842,-3.999999523162842,-0.0,0.0
801,-4.0,-4.0,-0.0,0.0
802,-3.999999761581421,-3.999999761581421,-0.0,0.0
803,-3.999999523162842,-3.999999523162842,-0.0,0.0
804,-4.0,-4.0,-0.0,0.0
805,-4.0,-4.0,-0.0,0.0
806,-4.0,-4.0,-0.0,0.0
807,-4.0,-4.0,-0.0,0.0
808,-3.999999523162842,-3.999999523162842,-0.0,0.0
809,-4.000000476837158,-4.000000476837158,-0.0,0.0
810,-3.999999523162842,-3.999999523162842,-0.0,0.0
811,-4.0,-4.0,-0.0,0.0
812,-4.0,-4.0,-0.0,0.0
813,-4.0,-4.0,-0.0,0.0
814,-4.0,-4.0,-0.0,0.0
815,-3.999999761581421,-3.999999761581421,-0.0,0.0
816,-4.0,-4.0,-0.0,0.0
817,-4.0,-4.0,-0.0,0.0
818,-4.0,-4.0,-0.0,0.0
819,-4.0,-4.0,-0.0,0.0
820,-4.0,-4.0,-0.0,0.0
821,-4.0,-4.0,-0.0,0.0
822,-4.0,-4.0,-0.0,0.0
823,-4.000000476837158,-4.000000476837158,-0.0,0.0
824,-4.000000476837158,-4.000000476837158,-0.0,0.0
825,-4.000000476837158,-4.000000476837158,-0.0,0.0
826,-4.000000476837158,-4.000000476837158,-0.0,0.0
827,-4.000000476837158,-4.000000476837158,-0.0,0.0
828,-4.0,-4.0,-0.0,0.0
829,-4.0,-4.0,-0.0,0.0
830,-4.0,-4.0,-0.0,0.0
831,-3.999999761581421,-3.999999761581421,-0.0,0.0
832,-4.0,-4.0,-0.0,0.0
833,-3.999999523162842,-3.999999523162842,-0.0,0.0
834,-4.000000476837158,-4.000000476837158,-0.0,0.0
835,-3.999999523162842,-3.999999523162842,-0.0,0.0
836,-4.0,-4.0,-0.0,0.0
837,-3.999999523162842,-3.999999523162842,-0.0,0.0
838,-4.000000476837158,-4.000000476837158,-0.0,0.0
839,-3.999999523162842,-3.999999523162842,-0.0,0.0
840,-3.999999523162842,-3.999999523162842,-0.0,0.0
841,-4.0,-4.0,-0.0,0.0
842,-4.0,-4.0,-0.0,0.0
843,-4.0,-4.0,-0.0,0.0
844,-4.0,-4.0,-0.0,0.0
845,-4.0,-4.0,-0.0,0.0
846,-4.0,-4.0,-0.0,0.0
847,-4.0,-4.0,-0.0,0.0
848,-4.0,-4.0,-0.0,0.0
849,-3.999999761581421,-3.999999761581421,-0.0,0.0
850,-3.999999523162842,-3.999999523162842,-0.0,0.0
851,-4.0,-4.0,-0.0,0.0
852,-4.0,-4.0,-0.0,0.0
853,-4.0,-4.0,-0.0,0.0
854,-3.999999523162842,-3.999999523162842,-0.0,0.0
855,-3.999999523162842,-3.999999523162842,-0.0,0.0
856,-4.0,-4.0,-0.0,0.0
857,-4.0,-4.0,-0.0,0.0
858,-4.0,-4.0,-0.0,0.0
859,-4.000000476837158,-4.000000476837158,-0.0,0.0
860,-4.0,-4.0,-0.0,0.0
861,-4.0,-4.0,-0.0,0.0
862,-4.0,-4.0,-0.0,0.0
863,-4.000000476837158,-4.000000476837158,-0.0,0.0
864,-4.000000476837158,-4.000000476837158,-0.0,0.0
865,-4.0,-4.0,-0.0,0.0
866,-4.0,-4.0,-0.0,0.0
867,-4.0,-4.0,-0.0,0.0
868,-3.999999761581421,-3.999999761581421,-0.0,0.0
869,-4.0,-4.0,-0.0,0.0
870,-4.0,-4.0,-0.0,0.0
871,-4.000000476837158,-4.000000476837158,-0.0,0.0
872,-4.0,-4.0,-0.0,0.0
873,-4.0,-4.0,-0.0,0.0
874,-4.0,-4.0,-0.0,0.0
875,-3.999999761581421,-3.999999761581421,-0.0,0.0
876,-4.0,-4.0,-0.0,0.0
877,-4.0,-4.0,-0.0,0.0
878,-4.0,-4.0,-0.0,0.0
879,-3.999999523162842,-3.999999523162842,-0.0,0.0
880,-4.0,-4.0,-0.0,0.0
881,-4.0,-4.0,-0.0,0.0
882,-4.0,-4.0,-0.0,0.0
883,-4.000000476837158,-4.000000476837158,-0.0,0.0
884,-3.999999523162842,-3.999999523162842,-0.0,0.0
885,-3.999999523162842,-3.999999523162842,-0.0,0.0
886,-4.0,-4.0,-0.0,0.0
887,-4.0,-4.0,-0.0,0.0
888,-4.000000476837158,-4.000000476837158,-0.0,0.0
889,-3.999999761581421,-3.999999761581421,-0.0,0.0
890,-4.0,-4.0,-0.0,0.0
891,-3.999999523162842,-3.999999523162842,-0.0,0.0
892,-4.0,-4.0,-0.0,0.0
893,-4.000000953674316,-4.000000953674316,-0.0,0.0
894,-4.0,-4.0,-0.0,0.0
895,-4.0,-4.0,-0.0,0.0
896,-3.9999992847442627,-3.9999992847442627,-0.0,0.0
897,-4.0,-4.0,-0.0,0.0
898,-4.0,-4.0,-0.0,0.0
899,-4.0,-4.0,-0.0,0.0
900,-4.0,-4.0,-0.0,0.0
901,-4.0,-4.0,-0.0,0.0
902,-3.999999761581421,-3.999999761581421,-0.0,0.0
903,-3.999999523162842,-3.999999523162842,-0.0,0.0
904,-4.0,-4.0,-0.0,0.0
905,-4.000000476837158,-4.000000476837158,-0.0,0.0
906,-3.999999761581421,-3.999999761581421,-0.0,0.0
907,-3.999999523162842,-3.999999523162842,-0.0,0.0
908,-4.0,-4.0,-0.0,0.0
909,-3.999999523162842,-3.999999523162842,-0.0,0.0
910,-3.999999523162842,-3.999999523162842,-0.0,0.0
911,-3.999999523162842,-3.999999523162842,-0.0,0.0
912,-4.000000476837158,-4.000000476837158,-0.0,0.0
913,-4.0,-4.0,-0.0,0.0
914,-4.0,-4.0,-0.0,0.0
915,-3.9999992847442627,-3.9999992847442627,-0.0,0.0
916,-4.000000476837158,-4.000000476837158,-0.0,0.0
917,-3.999999523162842,-3.999999523162842,-0.0,0.0
918,-4.000000476837158,-4.000000476837158,-0.0,0.0
919,-4.0,-4.0,-0.0,0.0
920,-4.0,-4.0,-0.0,0.0
921,-4.000000476837158,-4.000000476837158,-0.0,0.0
922,-3.999999523162842,-3.999999523162842,-0.0,0.0
923,-4.000000476837158,-4.000000476837158,-0.0,0.0
924,-4.0,-4.0,-0.0,0.0
925,-4.0,-4.0,-0.0,0.0
926,-4.0,-4.0,-0.0,0.0
927,-3.999999761581421,-3.999999761581421,-0.0,0.0
928,-4.000000476837158,-4.000000476837158,-0.0,0.0
929,-4.0,-4.0,-0.0,0.0
930,-3.999999761581421,-3.999999761581421,-0.0,0.0
931,-4.0,-4.0,-0.0,0.0
932,-4.0,-4.0,-0.0,0.0
933,-4.0,-4.0,-0.0,0.0
934,-3.999999761581421,-3.999999761581421,-0.0,0.0
935,-3.999999761581421,-3.999999761581421,-0.0,0.0
936,-4.0,-4.0,-0.0,0.0
937,-4.000000476837158,-4.000000476837158,-0.0,0.0
938,-4.0,-4.0,-0.0,0.0
939,-3.999999761581421,-3.999999761581421,-0.0,0.0
940,-4.0,-4.0,-0.0,0.0
941,-4.0,-4.0,-0.0,0.0
942,-4.000000476837158,-4.000000476837158,-0.0,0.0
943,-3.999999523162842,-3.999999523162842,-0.0,0.0
944,-4.0,-4.0,-0.0,0.0
945,-4.000000476837158,-4.000000476837158,-0.0,0.0
946,-3.999999523162842,-3.999999523162842,-0.0,0.0
947,-4.000000476837158,-4.000000476837158,-0.0,0.0
948,-4.000000476837158,-4.000000476837158,-0.0,0.0
949,-4.000000476837158,-4.000000476837158,-0.0,0.0
950,-4.0,-4.0,-0.0,0.0
951,-4.000000476837158,-4.000000476837158,-0.0,0.0
952,-4.000000476837158,-4.000000476837158,-0.0,0.0
953,-4.0,-4.0,-0.0,0.0
954,-4.0,-4.0,-0.0,0.0
955,-4.0,-4.0,-0.0,0.0
956,-3.999999761581421,-3.999999761581421,-0.0,0.0
957,-3.999999523162842,-3.999999523162842,-0.0,0.0
958,-4.0,-4.0,-0.0,0.0
959,-4.000000476837158,-4.000000476837158,-0.0,0.0
960,-3.999999761581421,-3.999999761581421,-0.0,0.0
961,-4.0,-4.0,-0.0,0.0
962,-3.999999523162842,-3.999999523162842,-0.0,0.0
963,-4.0,-4.0,-0.0,0.0
964,-4.000000476837158,-4.000000476837158,-0.0,0.0
965,-4.0,-4.0,-0.0,0.0
966,-4.0,-4.0,-0.0,0.0
967,-4.0,-4.0,-0.0,0.0
968,-4.000000476837158,-4.000000476837158,-0.0,0.0
969,-4.0,-4.0,-0.0,0.0
970,-4.000000476837158,-4.000000476837158,-0.0,0.0
971,-4.0,-4.0,-0.0,0.0
972,-4.0,-4.0,-0.0,0.0
973,-4.0,-4.0,-0.0,0.0
974,-4.000000476837158,-4.000000476837158,-0.0,0.0
975,-4.0,-4.0,-0.0,0.0
976,-3.999999761581421,-3.999999761581421,-0.0,0.0
977,-4.0,-4.0,-0.0,0.0
978,-4.0,-4.0,-0.0,0.0
979,-4.0,-4.0,-0.0,0.0
980,-3.999999523162842,-3.999999523162842,-0.0,0.0
981,-4.0,-4.0,-0.0,0.0
982,-3.999999523162842,-3.999999523162842,-0.0,0.0
983,-4.0,-4.0,-0.0,0.0
984,-4.0,-4.0,-0.0,0.0
985,-4.000000476837158,-4.000000476837158,-0.0,0.0
986,-4.000000476837158,-4.000000476837158,-0.0,0.0
987,-4.0,-4.0,-0.0,0.0
988,-4.0,-4.0,-0.0,0.0
989,-4.0,-4.0,-0.0,0.0
990,-3.999999761581421,-3.999999761581421,-0.0,0.0
991,-4.0,-4.0,-0.0,0.0
992,-3.999999523162842,-3.999999523162842,-0.0,0.0
993,-4.0,-4.0,-0.0,0.0
994,-3.999999523162842,-3.999999523162842,-0.0,0.0
995,-4.000000476837158,-4.000000476837158,-0.0,0.0
996,-3.999999523162842,-3.999999523162842,-0.0,0.0
997,-3.999999761581421,-3.999999761581421,-0.0,0.0
998,-4.0,-4.0,-0.0,0.0
999,-4.000000476837158,-4.000000476837158,-0.0,0.0
